Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),SNOW (in),TAVE (F),TMAX (F),TMIN (F) 
15,227,8,'212142',1897,0,.,59,65,52 
16,228,8,'212142',1897,0,.,51,60,42 
17,229,8,'212142',1897,0,.,59,66,52 
18,230,8,'212142',1897,0,.,63,72,53 
19,231,8,'212142',1897,0.15,.,56,71,40 
20,232,8,'212142',1897,0,.,58,71,44 
21,233,8,'212142',1897,0,.,68,81,54 
22,234,8,'212142',1897,0,.,68,76,60 
23,235,8,'212142',1897,0.02,.,69,79,58 
24,236,8,'212142',1897,0,.,61,72,50 
25,237,8,'212142',1897,0,.,61,72,50 
26,238,8,'212142',1897,0,.,68,76,60 
27,239,8,'212142',1897,0,.,59,71,46 
28,240,8,'212142',1897,0,.,74,81,66 
29,241,8,'212142',1897,0.33,.,71,83,59 
30,242,8,'212142',1897,0,.,61,72,49 
31,243,8,'212142',1897,0,.,67,72,61 
1,244,9,'212142',1897,0,.,69,74,64 
2,245,9,'212142',1897,0,.,70,79,61 
3,246,9,'212142',1897,0,.,74,79,68 
4,247,9,'212142',1897,0,.,83,90,76 
5,248,9,'212142',1897,0,.,79,90,68 
6,249,9,'212142',1897,1,.,78,86,70 
7,250,9,'212142',1897,0,.,66,72,60 
8,251,9,'212142',1897,0,.,83,90,75 
9,252,9,'212142',1897,0,.,79,90,68 
10,253,9,'212142',1897,0,.,66,71,60 
11,254,9,'212142',1897,0,.,63,71,54 
12,255,9,'212142',1897,0,.,74,80,68 
13,256,9,'212142',1897,0,.,76,83,68 
14,257,9,'212142',1897,0,.,73,80,65 
15,258,9,'212142',1897,0,.,76,87,65 
16,259,9,'212142',1897,0,.,62,74,50 
17,260,9,'212142',1897,0,.,51,62,40 
18,261,9,'212142',1897,0,.,58,65,50 
19,262,9,'212142',1897,0,.,55,67,43 
20,263,9,'212142',1897,0,.,55,68,42 
21,264,9,'212142',1897,0,.,63,70,55 
22,265,9,'212142',1897,0,.,64,78,50 
23,266,9,'212142',1897,0,.,71,82,60 
24,267,9,'212142',1897,0,.,73,80,65 
25,268,9,'212142',1897,0,.,64,75,52 
26,269,9,'212142',1897,0,.,70,85,54 
27,270,9,'212142',1897,0,.,70,85,54 
28,271,9,'212142',1897,0,.,68,75,60 
29,272,9,'212142',1897,0,.,68,80,55 
30,273,9,'212142',1897,0,.,79,85,72 
1,274,10,'212142',1897,0,0,.,80,. 
2,275,10,'212142',1897,0,0,.,90,. 
3,276,10,'212142',1897,0,0,.,80,. 
4,277,10,'212142',1897,0.4,0,.,70,. 
5,278,10,'212142',1897,0,0,.,72,. 
6,279,10,'212142',1897,0,0,.,72,. 
7,280,10,'212142',1897,0,0,.,70,. 
8,281,10,'212142',1897,0,0,.,70,. 
9,282,10,'212142',1897,0,0,.,68,. 
10,283,10,'212142',1897,0.1,0,.,68,. 
11,284,10,'212142',1897,0,0,.,70,. 
12,285,10,'212142',1897,0,0,.,65,. 
13,286,10,'212142',1897,0.1,0,.,60,. 
14,287,10,'212142',1897,0,0,47,64,30 
15,288,10,'212142',1897,0,0,39,45,33 
16,289,10,'212142',1897,0,0,34,39,28 
17,290,10,'212142',1897,0,0,35,48,22 
18,291,10,'212142',1897,0,0,44,54,34 
19,292,10,'212142',1897,0.3,0,44,47,40 
20,293,10,'212142',1897,0,0,46,50,41 
21,294,10,'212142',1897,0,0,43,51,34 
22,295,10,'212142',1897,0,0,50,60,40 
23,296,10,'212142',1897,0,0,51,64,38 
24,297,10,'212142',1897,0,0,57,74,40 
25,298,10,'212142',1897,0,0,57,76,38 
26,299,10,'212142',1897,0,0,58,76,39 
27,300,10,'212142',1897,1,0,40,50,30 
28,301,10,'212142',1897,0,0,38,47,28 
29,302,10,'212142',1897,0,0,35,42,28 
30,303,10,'212142',1897,0,0,38,49,27 
31,304,10,'212142',1897,0.15,0,44,52,35 
1,305,11,'212142',1897,0,0,32,40,24 
2,306,11,'212142',1897,0,.,38,50,26 
3,307,11,'212142',1897,0,.,42,60,24 
4,308,11,'212142',1897,0,.,43,49,36 
5,309,11,'212142',1897,0,.,30,40,20 
6,310,11,'212142',1897,0,.,25,38,11 
7,311,11,'212142',1897,0,.,32,48,16 
8,312,11,'212142',1897,0,.,33,45,20 
9,313,11,'212142',1897,0,.,27,42,12 
10,314,11,'212142',1897,0,.,28,40,16 
11,315,11,'212142',1897,0.2,.,27,33,20 
12,316,11,'212142',1897,0,.,18,30,6 
13,317,11,'212142',1897,0,.,21,32,10 
14,318,11,'212142',1897,0,.,29,33,25 
15,319,11,'212142',1897,0,.,24,35,12 
16,320,11,'212142',1897,0,.,13,22,3 
17,321,11,'212142',1897,0,.,14,22,6 
18,322,11,'212142',1897,0,.,24,30,18 
19,323,11,'212142',1897,0,.,36,44,27 
20,324,11,'212142',1897,0,.,39,47,30 
21,325,11,'212142',1897,0,.,20,35,5 
22,326,11,'212142',1897,0,.,17,30,3 
23,327,11,'212142',1897,.,.,.,.,-2 
24,328,11,'212142',1897,0,.,13,24,1 
25,329,11,'212142',1897,0,.,.,.,. 
26,330,11,'212142',1897,0,.,5,20,-10 
27,331,11,'212142',1897,0,.,-3,5,-10 
28,332,11,'212142',1897,0,.,-5,5,-14 
29,333,11,'212142',1897,0,.,.,12,. 
30,334,11,'212142',1897,0,.,-3,12,-18 
1,335,12,'212142',1897,0,.,-8,2,-18 
2,336,12,'212142',1897,0,0,-10,-2,-18 
3,337,12,'212142',1897,0,.,-7,5,-18 
4,338,12,'212142',1897,0,.,5,15,-5 
5,339,12,'212142',1897,0,.,13,28,-2 
6,340,12,'212142',1897,0,0,14,28,0 
7,341,12,'212142',1897,0,.,9,22,-5 
8,342,12,'212142',1897,0,0,17,25,8 
9,343,12,'212142',1897,0,.,26,42,10 
10,344,12,'212142',1897,0,.,20,30,10 
11,345,12,'212142',1897,0,0,16,20,12 
12,346,12,'212142',1897,0,.,20,20,20 
13,347,12,'212142',1897,0,.,19,20,18 
14,348,12,'212142',1897,0,.,19,20,18 
15,349,12,'212142',1897,0,0,15,22,8 
16,350,12,'212142',1897,0,.,-2,18,-22 
17,351,12,'212142',1897,0,.,.,.,-21 
18,352,12,'212142',1897,0,.,-20,-11,-28 
19,353,12,'212142',1897,0,.,-9,5,-22 
20,354,12,'212142',1897,0,.,-4,15,-22 
21,355,12,'212142',1897,0,.,-4,15,-22 
22,356,12,'212142',1897,0,0,-12,-2,-22 
23,357,12,'212142',1897,0,.,-14,-2,-25 
24,358,12,'212142',1897,0,0,-6,10,-22 
25,359,12,'212142',1897,0,.,.,.,. 
26,360,12,'212142',1897,0,0,.,.,4 
27,361,12,'212142',1897,0,0,-2,12,-15 
28,362,12,'212142',1897,0,.,7,18,-5 
29,363,12,'212142',1897,0,.,31,41,20 
30,364,12,'212142',1897,0,.,24,40,8 
31,365,12,'212142',1897,0,0,-2,10,-14 
1,1,1,'212142',1898,.,0,-2,10,-14 
2,2,1,'212142',1898,0,0,8,20,-5 
3,3,1,'212142',1898,0,0,20,30,10 
4,4,1,'212142',1898,0,0,25,30,20 
5,5,1,'212142',1898,0,0,.,35,. 
6,6,1,'212142',1898,0,0,19,30,8 
7,7,1,'212142',1898,0,0,23,30,15 
8,8,1,'212142',1898,0,0,15,30,0 
9,9,1,'212142',1898,0,0,19,33,5 
10,10,1,'212142',1898,0,0,19,25,12 
11,11,1,'212142',1898,0,0,19,30,8 
12,12,1,'212142',1898,0,0,13,30,-4 
13,13,1,'212142',1898,0,0,8,23,-8 
14,14,1,'212142',1898,.,0,.,.,. 
15,15,1,'212142',1898,0.1,1,.,.,. 
16,16,1,'212142',1898,0,0,.,30,. 
17,17,1,'212142',1898,0,0,13,36,-10 
18,18,1,'212142',1898,0,0,16,33,-1 
19,19,1,'212142',1898,0,0,.,.,. 
20,20,1,'212142',1898,0,0,.,16,. 
21,21,1,'212142',1898,0,0,.,.,. 
22,22,1,'212142',1898,0,0,.,.,. 
23,23,1,'212142',1898,0,0,11,24,-3 
24,24,1,'212142',1898,0,0,.,.,-10 
25,25,1,'212142',1898,0,0,.,.,-23 
26,26,1,'212142',1898,0,0,.,.,. 
27,27,1,'212142',1898,.,0,.,.,. 
28,28,1,'212142',1898,0,0,.,.,. 
29,29,1,'212142',1898,0,0,.,.,-12 
30,30,1,'212142',1898,0,0,.,.,. 
31,31,1,'212142',1898,0,0,.,.,. 
1,32,2,'212142',1898,0,0,-10,2,-22 
2,33,2,'212142',1898,0.5,5,-5,12,-22 
3,34,2,'212142',1898,0,0,-4,12,-19 
4,35,2,'212142',1898,0,0,13,23,3 
5,36,2,'212142',1898,0,0,9,24,-7 
6,37,2,'212142',1898,0,0,10,22,-3 
7,38,2,'212142',1898,0,0,31,42,20 
8,39,2,'212142',1898,0,0,34,40,28 
9,40,2,'212142',1898,0,0,.,49,. 
10,41,2,'212142',1898,0,0,.,12,. 
11,42,2,'212142',1898,0.1,1,16,21,10 
12,43,2,'212142',1898,0,0,4,13,-6 
13,44,2,'212142',1898,0,0,30,43,16 
14,45,2,'212142',1898,0.5,5,28,42,13 
15,46,2,'212142',1898,0,0,14,30,-3 
16,47,2,'212142',1898,0.1,1,-2,14,-17 
17,48,2,'212142',1898,0.1,1,6,14,-2 
18,49,2,'212142',1898,0,0,-11,6,-27 
19,50,2,'212142',1898,0,0,2,15,-11 
20,51,2,'212142',1898,0,0,.,.,3 
21,52,2,'212142',1898,0,0,.,28,. 
22,53,2,'212142',1898,0,0,12,20,3 
23,54,2,'212142',1898,0,0,17,33,0 
24,55,2,'212142',1898,0,0,9,20,-3 
25,56,2,'212142',1898,0,0,-2,6,-10 
26,57,2,'212142',1898,0,0,6,20,-8 
27,58,2,'212142',1898,0,0,20,30,10 
28,59,2,'212142',1898,0,0,12,26,-2 
1,60,3,'212142',1898,0,0,18,28,8 
2,61,3,'212142',1898,0,0,11,24,-2 
3,62,3,'212142',1898,0,0,18,33,3 
4,63,3,'212142',1898,0,0,9,20,-3 
5,64,3,'212142',1898,0,0,17,35,-1 
6,65,3,'212142',1898,0,0,32,42,22 
7,66,3,'212142',1898,0,0,37,50,24 
8,67,3,'212142',1898,0,0,.,58,. 
9,68,3,'212142',1898,0,0,38,58,18 
10,69,3,'212142',1898,.,0,11,30,-8 
11,70,3,'212142',1898,.,0,.,.,. 
12,71,3,'212142',1898,0,0,31,36,26 
13,72,3,'212142',1898,0,0,33,39,26 
14,73,3,'212142',1898,0.4,0,41,47,35 
15,74,3,'212142',1898,0,0,34,42,26 
16,75,3,'212142',1898,0,0,29,35,22 
17,76,3,'212142',1898,0,0,27,35,18 
18,77,3,'212142',1898,.,2,30,39,20 
19,78,3,'212142',1898,0,0,17,30,4 
20,79,3,'212142',1898,0,0,26,35,17 
21,80,3,'212142',1898,0,0,9,24,-6 
22,81,3,'212142',1898,0,0,3,10,-5 
23,82,3,'212142',1898,0,0,23,35,10 
24,83,3,'212142',1898,0,0,33,42,24 
25,84,3,'212142',1898,0,0,33,40,26 
26,85,3,'212142',1898,0,0,20,30,10 
27,86,3,'212142',1898,.,0,.,.,8 
28,87,3,'212142',1898,0,0,16,26,6 
29,88,3,'212142',1898,0,0,18,30,6 
30,89,3,'212142',1898,0,0,32,40,24 
31,90,3,'212142',1898,0,0,26,41,11 
1,91,4,'212142',1898,0,0,29,38,19 
2,92,4,'212142',1898,0,0,32,46,18 
3,93,4,'212142',1898,0,0,34,54,14 
4,94,4,'212142',1898,0,0,31,45,16 
5,95,4,'212142',1898,0,0,26,39,13 
6,96,4,'212142',1898,.,0,33,50,15 
7,97,4,'212142',1898,0.1,0,41,52,30 
8,98,4,'212142',1898,0,0,35,40,30 
9,99,4,'212142',1898,0,0,35,48,22 
10,100,4,'212142',1898,0,0,48,64,32 
11,101,4,'212142',1898,0.05,0,51,66,36 
12,102,4,'212142',1898,0,0,42,56,28 
13,103,4,'212142',1898,0,0,40,59,21 
14,104,4,'212142',1898,0,0,48,65,31 
15,105,4,'212142',1898,0,0,51,70,32 
16,106,4,'212142',1898,0,0,49,65,33 
17,107,4,'212142',1898,0,0,46,61,31 
18,108,4,'212142',1898,0,0,36,52,20 
19,109,4,'212142',1898,0,0,36,50,22 
20,110,4,'212142',1898,0.28,0,45,58,32 
21,111,4,'212142',1898,0.05,0,39,45,33 
22,112,4,'212142',1898,0.05,0,39,56,22 
23,113,4,'212142',1898,0.14,0,33,40,26 
24,114,4,'212142',1898,.,0,39,51,27 
25,115,4,'212142',1898,.,0,40,56,24 
26,116,4,'212142',1898,0,0,50,66,33 
27,117,4,'212142',1898,0.24,0,50,68,32 
28,118,4,'212142',1898,0,0,43,51,35 
29,119,4,'212142',1898,0,0,48,59,36 
30,120,4,'212142',1898,.,0,45,50,40 
1,121,5,'212142',1898,0.6,.,45,50,40 
2,122,5,'212142',1898,0,.,36,40,31 
3,123,5,'212142',1898,0,.,43,56,30 
4,124,5,'212142',1898,0,.,46,58,34 
5,125,5,'212142',1898,0,.,45,60,30 
6,126,5,'212142',1898,0,.,43,60,26 
7,127,5,'212142',1898,0,.,51,69,33 
8,128,5,'212142',1898,0,.,60,77,42 
9,129,5,'212142',1898,0.05,.,56,73,39 
10,130,5,'212142',1898,0,.,53,67,39 
11,131,5,'212142',1898,0,.,45,62,28 
12,132,5,'212142',1898,0,.,44,59,28 
13,133,5,'212142',1898,0,.,47,62,31 
14,134,5,'212142',1898,0,.,51,68,34 
15,135,5,'212142',1898,0,.,54,70,38 
16,136,5,'212142',1898,0,.,50,68,31 
17,137,5,'212142',1898,0,.,55,70,39 
18,138,5,'212142',1898,0.75,.,53,65,41 
19,139,5,'212142',1898,0.57,.,56,66,46 
20,140,5,'212142',1898,0,.,47,51,43 
21,141,5,'212142',1898,0.16,.,49,48,49 
22,142,5,'212142',1898,0.14,.,53,59,46 
23,143,5,'212142',1898,0,.,58,72,44 
24,144,5,'212142',1898,0,.,64,79,49 
25,145,5,'212142',1898,0,.,68,82,53 
26,146,5,'212142',1898,0.16,.,70,81,59 
27,147,5,'212142',1898,0,.,59,72,46 
28,148,5,'212142',1898,0,.,51,58,44 
29,149,5,'212142',1898,0,.,46,58,33 
30,150,5,'212142',1898,0,.,48,62,33 
31,151,5,'212142',1898,0.04,.,57,71,42 
1,152,6,'212142',1898,0,.,57,70,44 
2,153,6,'212142',1898,0.27,.,56,68,44 
3,154,6,'212142',1898,0.5,.,56,68,44 
4,155,6,'212142',1898,0.6,.,66,75,57 
5,156,6,'212142',1898,0.43,.,62,66,57 
6,157,6,'212142',1898,0.16,.,60,65,54 
7,158,6,'212142',1898,0.04,.,61,72,50 
8,159,6,'212142',1898,0,.,62,76,48 
9,160,6,'212142',1898,0,.,63,75,50 
10,161,6,'212142',1898,0,.,58,69,46 
11,162,6,'212142',1898,0,.,58,69,46 
12,163,6,'212142',1898,0,.,60,70,49 
13,164,6,'212142',1898,0,.,67,77,57 
14,165,6,'212142',1898,0,.,55,71,39 
15,166,6,'212142',1898,0,.,53,63,43 
16,167,6,'212142',1898,0,.,59,65,52 
17,168,6,'212142',1898,0,.,67,71,63 
18,169,6,'212142',1898,0,.,65,82,47 
19,170,6,'212142',1898,0,.,62,78,46 
20,171,6,'212142',1898,0,.,72,86,58 
21,172,6,'212142',1898,0,.,72,89,54 
22,173,6,'212142',1898,0,.,70,82,58 
23,174,6,'212142',1898,0,.,74,82,65 
24,175,6,'212142',1898,0,.,83,93,72 
25,176,6,'212142',1898,0.03,.,65,75,55 
26,177,6,'212142',1898,0.22,.,61,65,56 
27,178,6,'212142',1898,0.17,.,53,63,43 
28,179,6,'212142',1898,0,.,57,71,42 
29,180,6,'212142',1898,0.1,.,64,79,48 
30,181,6,'212142',1898,0,.,63,76,50 
1,182,7,'212142',1898,0.34,.,61,67,54 
2,183,7,'212142',1898,2.6,.,63,68,57 
3,184,7,'212142',1898,0,.,60,70,50 
4,185,7,'212142',1898,0.7,.,62,77,47 
5,186,7,'212142',1898,0,.,72,84,59 
6,187,7,'212142',1898,0.11,.,72,78,66 
7,188,7,'212142',1898,0,.,67,85,48 
8,189,7,'212142',1898,0,.,66,80,52 
9,190,7,'212142',1898,0,.,61,76,46 
10,191,7,'212142',1898,0,.,57,72,42 
11,192,7,'212142',1898,0,.,65,78,52 
12,193,7,'212142',1898,0,.,70,81,59 
13,194,7,'212142',1898,0,.,77,88,66 
14,195,7,'212142',1898,0,.,76,89,62 
15,196,7,'212142',1898,0,.,74,87,60 
16,197,7,'212142',1898,0,.,76,85,67 
17,198,7,'212142',1898,0,.,80,92,68 
18,199,7,'212142',1898,0.48,.,74,89,59 
19,200,7,'212142',1898,0,.,72,88,56 
20,201,7,'212142',1898,0,.,60,78,41 
21,202,7,'212142',1898,0,.,58,71,45 
22,203,7,'212142',1898,0.87,.,66,75,57 
23,204,7,'212142',1898,0.41,.,70,80,60 
24,205,7,'212142',1898,0,.,.,.,55 
25,206,7,'212142',1898,0,.,62,75,48 
26,207,7,'212142',1898,0,.,70,82,58 
27,208,7,'212142',1898,0.31,.,71,80,61 
28,209,7,'212142',1898,0,.,63,73,52 
29,210,7,'212142',1898,0,.,62,69,55 
30,211,7,'212142',1898,0.02,.,61,70,51 
31,212,7,'212142',1898,0,.,54,66,42 
1,213,8,'212142',1898,0,.,61,72,50 
2,214,8,'212142',1898,0.32,.,63,77,49 
3,215,8,'212142',1898,0.22,.,60,75,45 
4,216,8,'212142',1898,0,.,68,81,55 
5,217,8,'212142',1898,0.04,.,71,81,61 
6,218,8,'212142',1898,0.09,.,76,88,64 
7,219,8,'212142',1898,0,.,71,85,57 
8,220,8,'212142',1898,0,.,58,75,41 
9,221,8,'212142',1898,0,.,64,77,50 
10,222,8,'212142',1898,0,.,66,78,54 
11,223,8,'212142',1898,0,.,60,76,44 
12,224,8,'212142',1898,0,.,54,71,36 
13,225,8,'212142',1898,0,.,53,68,37 
14,226,8,'212142',1898,0,.,59,74,44 
15,227,8,'212142',1898,0,.,62,78,46 
16,228,8,'212142',1898,0.58,.,68,82,54 
17,229,8,'212142',1898,0,.,51,64,37 
18,230,8,'212142',1898,0,.,58,70,46 
19,231,8,'212142',1898,0,.,68,80,56 
20,232,8,'212142',1898,0,.,74,84,63 
21,233,8,'212142',1898,0,.,72,88,56 
22,234,8,'212142',1898,1,.,74,85,63 
23,235,8,'212142',1898,0,.,64,72,56 
24,236,8,'212142',1898,0.1,.,66,78,53 
25,237,8,'212142',1898,0,.,63,74,52 
26,238,8,'212142',1898,0,.,57,69,45 
27,239,8,'212142',1898,0,.,61,72,49 
28,240,8,'212142',1898,0.1,.,64,76,52 
29,241,8,'212142',1898,0,.,66,81,50 
30,242,8,'212142',1898,0,.,70,88,52 
31,243,8,'212142',1898,0.17,.,65,74,55 
1,244,9,'212142',1898,0,.,73,90,55 
2,245,9,'212142',1898,0,.,80,92,68 
3,246,9,'212142',1898,1,.,76,89,62 
4,247,9,'212142',1898,0,.,62,74,50 
5,248,9,'212142',1898,0,.,57,74,40 
6,249,9,'212142',1898,0,.,55,68,41 
7,250,9,'212142',1898,0,.,48,56,40 
8,251,9,'212142',1898,0,.,45,59,31 
9,252,9,'212142',1898,0,.,44,55,32 
10,253,9,'212142',1898,0,.,43,57,29 
11,254,9,'212142',1898,0,.,47,63,30 
12,255,9,'212142',1898,0,.,53,71,35 
13,256,9,'212142',1898,0,.,56,69,42 
14,257,9,'212142',1898,0.5,.,54,57,51 
15,258,9,'212142',1898,0.14,.,53,55,50 
16,259,9,'212142',1898,0,.,53,64,42 
17,260,9,'212142',1898,0,.,58,74,42 
18,261,9,'212142',1898,0,.,61,79,42 
19,262,9,'212142',1898,0,.,51,70,32 
20,263,9,'212142',1898,0,.,58,73,43 
21,264,9,'212142',1898,0,.,63,77,49 
22,265,9,'212142',1898,0.63,.,72,85,58 
23,266,9,'212142',1898,0,.,58,69,46 
24,267,9,'212142',1898,0.48,.,59,72,45 
25,268,9,'212142',1898,0,.,53,68,38 
26,269,9,'212142',1898,0,.,57,80,34 
27,270,9,'212142',1898,0,.,57,75,38 
28,271,9,'212142',1898,0,.,67,81,52 
29,272,9,'212142',1898,0,.,56,74,38 
30,273,9,'212142',1898,0,.,48,56,40 
1,274,10,'212142',1898,0.1,0,58,70,45 
2,275,10,'212142',1898,0,0,64,70,58 
3,276,10,'212142',1898,0,0,53,72,34 
4,277,10,'212142',1898,0,0,55,68,42 
5,278,10,'212142',1898,0,0,42,52,31 
6,279,10,'212142',1898,0,0,36,52,20 
7,280,10,'212142',1898,0,0,39,54,24 
8,281,10,'212142',1898,0,0,40,57,23 
9,282,10,'212142',1898,0,0,41,59,22 
10,283,10,'212142',1898,0.05,0,53,61,44 
11,284,10,'212142',1898,0.02,0,51,64,38 
12,285,10,'212142',1898,0,0,42,55,29 
13,286,10,'212142',1898,0,0,34,44,24 
14,287,10,'212142',1898,0,0,35,48,21 
15,288,10,'212142',1898,0,0,42,51,32 
16,289,10,'212142',1898,0.14,0,40,45,34 
17,290,10,'212142',1898,0,0,37,41,32 
18,291,10,'212142',1898,0.6,0,39,45,33 
19,292,10,'212142',1898,0.37,0,41,45,37 
20,293,10,'212142',1898,0,0,43,49,37 
21,294,10,'212142',1898,0,0,36,41,31 
22,295,10,'212142',1898,0,0,32,37,26 
23,296,10,'212142',1898,0,0,35,40,29 
24,297,10,'212142',1898,0.23,0,40,48,31 
25,298,10,'212142',1898,0,0,30,38,21 
26,299,10,'212142',1898,0,0,28,37,19 
27,300,10,'212142',1898,0,0,32,42,22 
28,301,10,'212142',1898,0,0,35,42,27 
29,302,10,'212142',1898,0.1,0,35,35,34 
30,303,10,'212142',1898,0,0,28,35,20 
31,304,10,'212142',1898,0,0,27,33,20 
1,305,11,'212142',1898,0,0,41,49,32 
2,306,11,'212142',1898,0,0,27,38,16 
3,307,11,'212142',1898,0,0,39,45,32 
4,308,11,'212142',1898,0,0,.,.,32 
5,309,11,'212142',1898,0,0,.,.,26 
6,310,11,'212142',1898,0,0,.,.,20 
7,311,11,'212142',1898,0,0,.,.,24 
8,312,11,'212142',1898,0,0,.,.,20 
9,313,11,'212142',1898,0,0,18,32,3 
10,314,11,'212142',1898,0,0,18,31,4 
11,315,11,'212142',1898,0,0,26,36,15 
12,316,11,'212142',1898,0,0,28,41,15 
13,317,11,'212142',1898,0,0,25,35,15 
14,318,11,'212142',1898,0,0,30,37,22 
15,319,11,'212142',1898,0,0,26,35,16 
16,320,11,'212142',1898,0,0,26,35,16 
17,321,11,'212142',1898,0,0,28,30,25 
18,322,11,'212142',1898,0,0,27,34,20 
19,323,11,'212142',1898,0,0,29,36,22 
20,324,11,'212142',1898,0,0,27,32,22 
21,325,11,'212142',1898,0,0,19,36,2 
22,326,11,'212142',1898,0,0,-3,4,-10 
23,327,11,'212142',1898,0,0,-5,1,-10 
24,328,11,'212142',1898,0,0,-6,3,-14 
25,329,11,'212142',1898,0,0,2,12,-8 
26,330,11,'212142',1898,0,0,-10,0,-20 
27,331,11,'212142',1898,0,0,3,20,-14 
28,332,11,'212142',1898,0,0,23,30,15 
29,333,11,'212142',1898,0.4,2,21,26,16 
30,334,11,'212142',1898,0,0,6,18,-6 
1,335,12,'212142',1898,0,0,-4,10,-17 
2,336,12,'212142',1898,0,0,3,15,-10 
3,337,12,'212142',1898,0,0,5,19,-10 
4,338,12,'212142',1898,0,0,5,15,-5 
5,339,12,'212142',1898,0,0,14,20,8 
6,340,12,'212142',1898,0.2,2,2,12,-8 
7,341,12,'212142',1898,0,0,-9,1,-18 
8,342,12,'212142',1898,0,0,7,16,-2 
9,343,12,'212142',1898,0,0,2,8,-4 
10,344,12,'212142',1898,0,0,9,24,-6 
11,345,12,'212142',1898,0,0,11,23,-1 
12,346,12,'212142',1898,0,0,-17,0,-34 
13,347,12,'212142',1898,0,0,-15,3,-32 
14,348,12,'212142',1898,0,0,4,15,-8 
15,349,12,'212142',1898,0,0,5,12,-2 
16,350,12,'212142',1898,0,0,15,25,5 
17,351,12,'212142',1898,0,0,21,32,10 
18,352,12,'212142',1898,0,0,16,32,0 
19,353,12,'212142',1898,0,0,24,38,10 
20,354,12,'212142',1898,0,0,23,34,12 
21,355,12,'212142',1898,0,0,22,32,12 
22,356,12,'212142',1898,0,0,25,37,12 
23,357,12,'212142',1898,0,0,16,24,8 
24,358,12,'212142',1898,0,0,-5,12,-22 
25,359,12,'212142',1898,0.24,3,2,18,-15 
26,360,12,'212142',1898,0,0,6,22,-10 
27,361,12,'212142',1898,0,0,8,32,-16 
28,362,12,'212142',1898,0,0,8,28,-12 
29,363,12,'212142',1898,0,0,22,41,3 
30,364,12,'212142',1898,0,0,-7,16,-30 
31,365,12,'212142',1898,0,0,-26,-8,-44 
1,1,1,'212142',1899,0,0,-15,10,-40 
2,2,1,'212142',1899,0,0,-4,3,-10 
3,3,1,'212142',1899,0,0,9,15,3 
4,4,1,'212142',1899,0,0,8,25,-10 
5,5,1,'212142',1899,0,0,-12,-1,-22 
6,6,1,'212142',1899,0,0,-8,10,-25 
7,7,1,'212142',1899,0,0,-18,-2,-34 
8,8,1,'212142',1899,0,0,-12,3,-27 
9,9,1,'212142',1899,0,0,-15,-10,-19 
10,10,1,'212142',1899,0,0,-3,5,-10 
11,11,1,'212142',1899,0,0,-4,6,-13 
12,12,1,'212142',1899,0,0,28,30,25 
13,13,1,'212142',1899,0.6,1,28,33,22 
14,14,1,'212142',1899,0,0,21,26,16 
15,15,1,'212142',1899,0,0,6,23,-12 
16,16,1,'212142',1899,0,0,-6,3,-15 
17,17,1,'212142',1899,0,0,-17,2,-35 
18,18,1,'212142',1899,0,0,-7,12,-26 
19,19,1,'212142',1899,0,0,16,30,2 
20,20,1,'212142',1899,0,0,25,30,20 
21,21,1,'212142',1899,0,0,24,38,10 
22,22,1,'212142',1899,0,0,21,34,7 
23,23,1,'212142',1899,0,0,26,43,8 
24,24,1,'212142',1899,0,0,7,26,-12 
25,25,1,'212142',1899,0,0.3,5,20,-10 
26,26,1,'212142',1899,0,.,4,32,-24 
27,27,1,'212142',1899,0.4,.,-25,-8,-41 
28,28,1,'212142',1899,0,.,-15,0,-30 
29,29,1,'212142',1899,0,.,-31,-22,-40 
30,30,1,'212142',1899,0,.,-24,-15,-32 
31,31,1,'212142',1899,0,.,-26,-10,-42 
1,32,2,'212142',1899,0,.,-19,0,-38 
2,33,2,'212142',1899,0,0,-18,-3,-33 
3,34,2,'212142',1899,0,0,-20,-8,-31 
4,35,2,'212142',1899,0,0,-21,-10,-31 
5,36,2,'212142',1899,0,0,-18,-7,-29 
6,37,2,'212142',1899,0,0,-18,-3,-33 
7,38,2,'212142',1899,0,0,-22,-7,-37 
8,39,2,'212142',1899,0,0,-34,-24,-43 
9,40,2,'212142',1899,0,0,-43,-32,-53 
10,41,2,'212142',1899,0,0,-33,-22,-44 
11,42,2,'212142',1899,0,0,-36,-26,-45 
12,43,2,'212142',1899,0,0,-26,-16,-36 
13,44,2,'212142',1899,0,0,-11,0,-22 
14,45,2,'212142',1899,0,0.5,12,26,-3 
15,46,2,'212142',1899,0,0,15,20,10 
16,47,2,'212142',1899,0,0,30,40,20 
17,48,2,'212142',1899,0,0,34,40,28 
18,49,2,'212142',1899,0,0,32,40,24 
19,50,2,'212142',1899,0,0,28,38,18 
20,51,2,'212142',1899,0,0,39,47,30 
21,52,2,'212142',1899,0,0,33,43,23 
22,53,2,'212142',1899,0,0,14,30,-2 
23,54,2,'212142',1899,0,0,-5,5,-15 
24,55,2,'212142',1899,0,0,-6,3,-14 
25,56,2,'212142',1899,0,0,-8,3,-18 
26,57,2,'212142',1899,0,0,14,24,4 
27,58,2,'212142',1899,0,0,-7,5,-18 
28,59,2,'212142',1899,0.18,1,-6,9,-21 
1,60,3,'212142',1899,0,0,-7,8,-22 
2,61,3,'212142',1899,0.12,1,7,24,-10 
