Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),TAVE (F),TMAX (F),TMIN (F) 
7,128,5,'417945',1948,0,68,84,52 
8,129,5,'417945',1948,0,78,91,64 
9,130,5,'417945',1948,0,81,88,73 
10,131,5,'417945',1948,0,83,90,75 
11,132,5,'417945',1948,1.13,70,77,62 
12,133,5,'417945',1948,0,71,80,62 
13,134,5,'417945',1948,0,74,84,64 
14,135,5,'417945',1948,0,80,90,69 
15,136,5,'417945',1948,0,81,94,68 
16,137,5,'417945',1948,0,81,94,67 
17,138,5,'417945',1948,0,79,92,65 
18,139,5,'417945',1948,0,78,92,63 
19,140,5,'417945',1948,0,77,89,65 
20,141,5,'417945',1948,0,79,90,68 
21,142,5,'417945',1948,0,79,94,64 
22,143,5,'417945',1948,0,80,94,66 
23,144,5,'417945',1948,0,83,93,72 
24,145,5,'417945',1948,0,76,85,67 
25,146,5,'417945',1948,0.2,79,90,68 
26,147,5,'417945',1948,0.06,78,89,66 
27,148,5,'417945',1948,0,74,87,60 
28,149,5,'417945',1948,0,76,91,61 
29,150,5,'417945',1948,0,81,94,68 
30,151,5,'417945',1948,0,84,94,74 
31,152,5,'417945',1948,0,82,94,70 
1,153,6,'417945',1948,0,83,93,73 
2,154,6,'417945',1948,0,79,91,66 
3,155,6,'417945',1948,0,77,93,61 
4,156,6,'417945',1948,0,80,97,62 
5,157,6,'417945',1948,0,84,101,66 
6,158,6,'417945',1948,0,84,100,68 
7,159,6,'417945',1948,0,84,99,68 
8,160,6,'417945',1948,0,86,101,71 
9,161,6,'417945',1948,0,88,102,73 
10,162,6,'417945',1948,0,86,100,72 
11,163,6,'417945',1948,0,81,94,68 
12,164,6,'417945',1948,0,85,99,70 
13,165,6,'417945',1948,0,86,98,73 
14,166,6,'417945',1948,0,86,98,74 
15,167,6,'417945',1948,0,87,99,74 
16,168,6,'417945',1948,0,89,100,77 
17,169,6,'417945',1948,0,89,101,76 
18,170,6,'417945',1948,0,89,102,76 
19,171,6,'417945',1948,0,89,101,76 
20,172,6,'417945',1948,0,88,99,76 
21,173,6,'417945',1948,0,88,98,78 
22,174,6,'417945',1948,0,88,98,78 
23,175,6,'417945',1948,0.07,85,96,74 
24,176,6,'417945',1948,0.06,81,88,73 
25,177,6,'417945',1948,1.79,82,95,69 
26,178,6,'417945',1948,0.14,86,97,75 
27,179,6,'417945',1948,0,86,98,74 
28,180,6,'417945',1948,0.06,86,99,72 
29,181,6,'417945',1948,0.83,78,88,68 
30,182,6,'417945',1948,0.01,78,85,70 
1,183,7,'417945',1948,0.04,78,85,70 
2,184,7,'417945',1948,0.19,78,86,69 
3,185,7,'417945',1948,1.7,78,84,72 
4,186,7,'417945',1948,0.24,82,90,74 
5,187,7,'417945',1948,0,83,90,75 
6,188,7,'417945',1948,0,83,91,74 
7,189,7,'417945',1948,0,83,95,70 
8,190,7,'417945',1948,0,84,97,71 
9,191,7,'417945',1948,0,85,98,72 
10,192,7,'417945',1948,0,86,97,74 
11,193,7,'417945',1948,0,85,96,73 
12,194,7,'417945',1948,0.03,85,95,75 
13,195,7,'417945',1948,0,85,96,74 
14,196,7,'417945',1948,0,84,97,71 
15,197,7,'417945',1948,0,87,98,76 
16,198,7,'417945',1948,0,86,98,74 
17,199,7,'417945',1948,0.15,86,96,76 
18,200,7,'417945',1948,0,85,97,72 
19,201,7,'417945',1948,0,87,98,76 
20,202,7,'417945',1948,0,88,98,77 
21,203,7,'417945',1948,0,88,98,78 
22,204,7,'417945',1948,0,88,98,78 
23,205,7,'417945',1948,0,88,100,75 
24,206,7,'417945',1948,0,88,99,76 
25,207,7,'417945',1948,0,89,101,76 
26,208,7,'417945',1948,0,90,102,78 
27,209,7,'417945',1948,0,90,101,79 
28,210,7,'417945',1948,0,90,101,78 
29,211,7,'417945',1948,0,88,100,76 
30,212,7,'417945',1948,0,88,99,77 
31,213,7,'417945',1948,0,89,103,74 
1,214,8,'417945',1948,0.03,85,97,72 
2,215,8,'417945',1948,0,84,98,69 
3,216,8,'417945',1948,0,84,98,70 
4,217,8,'417945',1948,0,85,100,70 
5,218,8,'417945',1948,0,87,98,75 
6,219,8,'417945',1948,0,87,100,73 
7,220,8,'417945',1948,0,88,101,75 
8,221,8,'417945',1948,0,89,103,74 
9,222,8,'417945',1948,0,88,100,75 
10,223,8,'417945',1948,0,90,103,77 
11,224,8,'417945',1948,0,89,103,75 
12,225,8,'417945',1948,0,88,103,73 
13,226,8,'417945',1948,0,90,103,76 
14,227,8,'417945',1948,0,90,102,77 
15,228,8,'417945',1948,0,89,102,75 
16,229,8,'417945',1948,0.05,87,98,76 
17,230,8,'417945',1948,0,86,99,73 
18,231,8,'417945',1948,0,86,100,71 
19,232,8,'417945',1948,0,86,102,70 
20,233,8,'417945',1948,0,87,103,70 
21,234,8,'417945',1948,0,86,102,70 
22,235,8,'417945',1948,0,87,103,70 
23,236,8,'417945',1948,0,85,98,71 
24,237,8,'417945',1948,0.01,80,90,70 
25,238,8,'417945',1948,1.09,76,83,68 
26,239,8,'417945',1948,4.42,78,90,66 
27,240,8,'417945',1948,0.15,82,90,74 
28,241,8,'417945',1948,0,83,93,73 
29,242,8,'417945',1948,0,81,90,72 
30,243,8,'417945',1948,0,83,95,70 
31,244,8,'417945',1948,0.08,84,96,72 
1,245,9,'417945',1948,0,84,97,71 
2,246,9,'417945',1948,0,82,96,68 
3,247,9,'417945',1948,0,83,96,69 
4,248,9,'417945',1948,0,84,99,68 
5,249,9,'417945',1948,0,84,100,67 
6,250,9,'417945',1948,0,85,99,70 
7,251,9,'417945',1948,0,87,97,76 
8,252,9,'417945',1948,0.25,80,89,71 
9,253,9,'417945',1948,0.96,71,73,69 
10,254,9,'417945',1948,0.1,70,74,66 
11,255,9,'417945',1948,0,74,82,65 
12,256,9,'417945',1948,0,75,87,62 
13,257,9,'417945',1948,0,80,88,71 
14,258,9,'417945',1948,0,77,81,72 
15,259,9,'417945',1948,0,80,90,70 
16,260,9,'417945',1948,0.2,77,90,64 
17,261,9,'417945',1948,0.11,81,89,73 
18,262,9,'417945',1948,0.05,80,86,73 
19,263,9,'417945',1948,0.16,80,87,73 
20,264,9,'417945',1948,0,81,90,72 
21,265,9,'417945',1948,0,82,92,71 
22,266,9,'417945',1948,0.15,80,91,69 
23,267,9,'417945',1948,0,80,91,68 
24,268,9,'417945',1948,0,80,91,69 
25,269,9,'417945',1948,0,78,89,66 
26,270,9,'417945',1948,0,70,81,58 
27,271,9,'417945',1948,0,65,79,51 
28,272,9,'417945',1948,0,66,80,52 
29,273,9,'417945',1948,0,71,85,56 
30,274,9,'417945',1948,0,72,88,56 
1,275,10,'417945',1948,0,72,90,54 
2,276,10,'417945',1948,0,74,89,58 
3,277,10,'417945',1948,0,73,88,58 
4,278,10,'417945',1948,0,73,88,58 
5,279,10,'417945',1948,0,71,87,55 
6,280,10,'417945',1948,0,78,93,62 
7,281,10,'417945',1948,0,73,77,68 
8,282,10,'417945',1948,0,75,85,65 
9,283,10,'417945',1948,0,75,87,62 
10,284,10,'417945',1948,0,79,88,70 
11,285,10,'417945',1948,0,77,85,68 
12,286,10,'417945',1948,0,79,96,62 
13,287,10,'417945',1948,0,76,90,61 
14,288,10,'417945',1948,0,76,92,59 
15,289,10,'417945',1948,0,78,91,64 
16,290,10,'417945',1948,1.11,76,92,60 
17,291,10,'417945',1948,2.13,56,61,51 
18,292,10,'417945',1948,0,56,63,48 
19,293,10,'417945',1948,0,58,72,44 
20,294,10,'417945',1948,0,62,74,49 
21,295,10,'417945',1948,0,67,72,61 
22,296,10,'417945',1948,0,70,79,60 
23,297,10,'417945',1948,0,68,78,58 
24,298,10,'417945',1948,0,66,76,55 
25,299,10,'417945',1948,0,66,77,55 
26,300,10,'417945',1948,0,63,76,49 
27,301,10,'417945',1948,0,64,76,51 
28,302,10,'417945',1948,0,69,78,59 
29,303,10,'417945',1948,0,72,81,63 
30,304,10,'417945',1948,0,76,83,69 
31,305,10,'417945',1948,0,77,83,71 
1,306,11,'417945',1948,0.04,71,83,58 
2,307,11,'417945',1948,0,66,82,50 
3,308,11,'417945',1948,0,68,84,51 
4,309,11,'417945',1948,0,73,90,55 
5,310,11,'417945',1948,0,59,72,46 
6,311,11,'417945',1948,0,58,74,41 
7,312,11,'417945',1948,0,56,73,38 
8,313,11,'417945',1948,0,61,78,44 
9,314,11,'417945',1948,0.05,53,67,39 
10,315,11,'417945',1948,0,47,65,29 
11,316,11,'417945',1948,0.12,49,65,32 
12,317,11,'417945',1948,0.01,62,66,58 
13,318,11,'417945',1948,0.56,59,62,56 
14,319,11,'417945',1948,0.08,60,64,56 
15,320,11,'417945',1948,0.01,64,67,61 
16,321,11,'417945',1948,0.04,69,84,53 
17,322,11,'417945',1948,0,62,77,47 
18,323,11,'417945',1948,0,65,80,50 
19,324,11,'417945',1948,0,51,64,37 
20,325,11,'417945',1948,0,52,70,33 
21,326,11,'417945',1948,0,57,64,49 
22,327,11,'417945',1948,0,51,59,42 
23,328,11,'417945',1948,0.09,51,63,39 
24,329,11,'417945',1948,0,53,68,37 
25,330,11,'417945',1948,0,57,75,39 
26,331,11,'417945',1948,0,66,80,52 
27,332,11,'417945',1948,0,65,79,50 
28,333,11,'417945',1948,0,47,58,36 
29,334,11,'417945',1948,0,43,60,25 
30,335,11,'417945',1948,0,44,61,26 
1,336,12,'417945',1948,0,49,66,32 
2,337,12,'417945',1948,0,55,70,39 
3,338,12,'417945',1948,0,52,72,32 
4,339,12,'417945',1948,0,59,74,43 
5,340,12,'417945',1948,0,56,70,42 
6,341,12,'417945',1948,0,50,67,33 
7,342,12,'417945',1948,0,54,69,39 
8,343,12,'417945',1948,0,50,70,30 
9,344,12,'417945',1948,0,52,64,40 
10,345,12,'417945',1948,0,46,58,33 
11,346,12,'417945',1948,0,56,71,40 
12,347,12,'417945',1948,0,64,80,47 
13,348,12,'417945',1948,0,69,80,58 
14,349,12,'417945',1948,0.13,73,77,69 
15,350,12,'417945',1948,0,68,75,60 
16,351,12,'417945',1948,0,66,75,57 
17,352,12,'417945',1948,0.02,54,57,51 
18,353,12,'417945',1948,0,58,63,53 
19,354,12,'417945',1948,0,53,64,41 
20,355,12,'417945',1948,0,54,72,35 
21,356,12,'417945',1948,0,62,82,42 
22,357,12,'417945',1948,0,60,73,47 
23,358,12,'417945',1948,0.02,68,81,55 
24,359,12,'417945',1948,0,70,79,61 
25,360,12,'417945',1948,0,51,61,41 
26,361,12,'417945',1948,0,42,48,36 
27,362,12,'417945',1948,0,50,54,46 
28,363,12,'417945',1948,0.06,61,73,48 
29,364,12,'417945',1948,0,48,61,34 
30,365,12,'417945',1948,0,42,56,28 
31,366,12,'417945',1948,0,44,60,28 
1,1,1,'417945',1949,0,50,67,32 
2,2,1,'417945',1949,0,56,66,45 
3,3,1,'417945',1949,0,62,81,42 
4,4,1,'417945',1949,0,45,51,39 
5,5,1,'417945',1949,0,44,54,33 
6,6,1,'417945',1949,0,45,59,30 
7,7,1,'417945',1949,0,53,63,43 
8,8,1,'417945',1949,0,53,64,42 
9,9,1,'417945',1949,0,71,81,60 
10,10,1,'417945',1949,0,55,70,40 
11,11,1,'417945',1949,0.14,40,41,39 
12,12,1,'417945',1949,0.13,41,44,37 
13,13,1,'417945',1949,0.06,46,50,41 
14,14,1,'417945',1949,0.07,56,62,49 
15,15,1,'417945',1949,0,67,72,61 
16,16,1,'417945',1949,0.6,53,68,38 
17,17,1,'417945',1949,0.06,35,38,31 
18,18,1,'417945',1949,0.01,42,54,29 
19,19,1,'417945',1949,0,40,50,30 
20,20,1,'417945',1949,0,38,45,31 
21,21,1,'417945',1949,0.39,53,62,43 
22,22,1,'417945',1949,0.17,55,57,53 
23,23,1,'417945',1949,0.13,64,70,57 
24,24,1,'417945',1949,0.03,56,71,41 
25,25,1,'417945',1949,0.11,37,41,33 
26,26,1,'417945',1949,0.09,37,40,34 
27,27,1,'417945',1949,0.15,51,64,37 
28,28,1,'417945',1949,0,41,51,31 
29,29,1,'417945',1949,0,27,31,22 
30,30,1,'417945',1949,0.77,17,28,5 
31,31,1,'417945',1949,0,19,38,0 
1,32,2,'417945',1949,0,33,38,28 
2,33,2,'417945',1949,0,39,43,35 
3,34,2,'417945',1949,0.02,49,57,40 
4,35,2,'417945',1949,0,55,65,44 
5,36,2,'417945',1949,0.04,51,58,43 
6,37,2,'417945',1949,0,56,69,43 
7,38,2,'417945',1949,0,51,65,37 
8,39,2,'417945',1949,0,60,71,49 
9,40,2,'417945',1949,0.01,61,75,47 
10,41,2,'417945',1949,0,53,65,41 
11,42,2,'417945',1949,0,54,72,36 
12,43,2,'417945',1949,0.08,65,73,57 
13,44,2,'417945',1949,0,74,81,66 
14,45,2,'417945',1949,0,71,82,59 
15,46,2,'417945',1949,0,57,63,50 
16,47,2,'417945',1949,0,59,69,48 
17,48,2,'417945',1949,0,55,60,49 
18,49,2,'417945',1949,0.02,54,57,50 
19,50,2,'417945',1949,0,61,69,53 
20,51,2,'417945',1949,0.04,61,64,58 
21,52,2,'417945',1949,0,66,70,62 
22,53,2,'417945',1949,0.73,68,72,63 
23,54,2,'417945',1949,0.08,67,73,61 
24,55,2,'417945',1949,0,71,77,64 
25,56,2,'417945',1949,1.96,62,68,56 
26,57,2,'417945',1949,0,57,59,54 
27,58,2,'417945',1949,0,59,65,53 
28,59,2,'417945',1949,0,44,50,38 
1,60,3,'417945',1949,0.02,47,52,42 
2,61,3,'417945',1949,0,53,62,43 
3,62,3,'417945',1949,0,53,66,40 
4,63,3,'417945',1949,0,56,69,42 
5,64,3,'417945',1949,0,68,76,59 
6,65,3,'417945',1949,0,72,90,53 
7,66,3,'417945',1949,0,63,73,53 
8,67,3,'417945',1949,0.02,66,73,58 
9,68,3,'417945',1949,0,64,75,52 
10,69,3,'417945',1949,0,52,67,36 
11,70,3,'417945',1949,0,56,72,39 
12,71,3,'417945',1949,0,67,76,57 
13,72,3,'417945',1949,1.27,69,83,55 
14,73,3,'417945',1949,0,57,66,48 
15,74,3,'417945',1949,0,57,70,44 
16,75,3,'417945',1949,0,62,73,50 
17,76,3,'417945',1949,0,67,75,59 
18,77,3,'417945',1949,0,55,65,44 
19,78,3,'417945',1949,0,55,69,41 
20,79,3,'417945',1949,0.55,58,65,50 
21,80,3,'417945',1949,0.1,70,80,59 
22,81,3,'417945',1949,0,66,78,53 
23,82,3,'417945',1949,0,64,78,49 
24,83,3,'417945',1949,0.05,74,80,67 
25,84,3,'417945',1949,0.05,72,73,70 
26,85,3,'417945',1949,0.21,64,72,55 
27,86,3,'417945',1949,0,64,79,49 
28,87,3,'417945',1949,0,65,77,53 
29,88,3,'417945',1949,0,71,82,59 
30,89,3,'417945',1949,0,70,81,59 
31,90,3,'417945',1949,0,63,73,52 
1,91,4,'417945',1949,0.76,55,61,48 
2,92,4,'417945',1949,0,57,65,48 
3,93,4,'417945',1949,0,55,64,45 
4,94,4,'417945',1949,0.43,49,54,44 
5,95,4,'417945',1949,0,55,70,39 
6,96,4,'417945',1949,0,61,80,41 
7,97,4,'417945',1949,0,67,87,46 
8,98,4,'417945',1949,0,67,82,52 
9,99,4,'417945',1949,0,70,74,65 
10,100,4,'417945',1949,0,63,73,53 
11,101,4,'417945',1949,0.03,56,66,45 
12,102,4,'417945',1949,0,61,82,40 
13,103,4,'417945',1949,0,70,89,51 
14,104,4,'417945',1949,0,70,87,53 
15,105,4,'417945',1949,0,59,67,51 
16,106,4,'417945',1949,0,62,73,50 
17,107,4,'417945',1949,0,65,76,54 
18,108,4,'417945',1949,0,69,80,58 
19,109,4,'417945',1949,1.95,62,67,57 
20,110,4,'417945',1949,0.05,60,63,56 
21,111,4,'417945',1949,0.05,64,68,59 
22,112,4,'417945',1949,0.7,70,79,60 
23,113,4,'417945',1949,1.3,69,76,62 
24,114,4,'417945',1949,1.54,66,70,62 
25,115,4,'417945',1949,0.66,69,75,63 
26,116,4,'417945',1949,0.83,73,81,64 
27,117,4,'417945',1949,0,76,82,70 
28,118,4,'417945',1949,0.69,73,82,63 
29,119,4,'417945',1949,0,73,80,66 
30,120,4,'417945',1949,0,77,84,70 
1,121,5,'417945',1949,0,81,89,73 
2,122,5,'417945',1949,0,79,85,73 
3,123,5,'417945',1949,0,78,84,72 
4,124,5,'417945',1949,0,79,85,73 
5,125,5,'417945',1949,0,76,83,69 
6,126,5,'417945',1949,0,78,86,70 
7,127,5,'417945',1949,0,78,86,69 
8,128,5,'417945',1949,0,78,86,70 
9,129,5,'417945',1949,0,80,89,70 
10,130,5,'417945',1949,0.7,73,82,64 
11,131,5,'417945',1949,0,70,80,59 
12,132,5,'417945',1949,0,70,82,58 
13,133,5,'417945',1949,0,71,84,58 
14,134,5,'417945',1949,0,73,83,62 
15,135,5,'417945',1949,0,77,86,67 
16,136,5,'417945',1949,0,75,79,70 
17,137,5,'417945',1949,0,76,81,71 
18,138,5,'417945',1949,0,79,85,73 
19,139,5,'417945',1949,0,80,89,71 
20,140,5,'417945',1949,0,80,89,71 
21,141,5,'417945',1949,0,80,87,73 
22,142,5,'417945',1949,0,83,92,74 
23,143,5,'417945',1949,0,83,91,74 
24,144,5,'417945',1949,0,83,95,71 
25,145,5,'417945',1949,0,81,92,69 
26,146,5,'417945',1949,0.02,79,91,66 
27,147,5,'417945',1949,0,81,93,69 
28,148,5,'417945',1949,0.13,78,91,65 
29,149,5,'417945',1949,0,84,96,72 
30,150,5,'417945',1949,0,85,98,72 
31,151,5,'417945',1949,0,85,96,73 
1,152,6,'417945',1949,0,85,97,73 
2,153,6,'417945',1949,0,85,95,74 
3,154,6,'417945',1949,0,84,93,74 
4,155,6,'417945',1949,0,79,89,68 
5,156,6,'417945',1949,0,78,90,66 
6,157,6,'417945',1949,0.01,80,90,69 
7,158,6,'417945',1949,0.25,75,88,61 
8,159,6,'417945',1949,2.4,75,85,65 
9,160,6,'417945',1949,0.36,77,88,66 
10,161,6,'417945',1949,0.02,85,94,75 
11,162,6,'417945',1949,1.26,81,89,72 
12,163,6,'417945',1949,0.37,77,83,70 
13,164,6,'417945',1949,0,79,84,74 
14,165,6,'417945',1949,0.43,80,90,69 
15,166,6,'417945',1949,0.04,79,90,68 
16,167,6,'417945',1949,0,79,90,67 
17,168,6,'417945',1949,0,82,93,70 
18,169,6,'417945',1949,0,83,92,74 
19,170,6,'417945',1949,0,82,92,72 
20,171,6,'417945',1949,0,84,93,75 
21,172,6,'417945',1949,0,81,93,69 
22,173,6,'417945',1949,0,84,96,72 
23,174,6,'417945',1949,0,85,95,74 
24,175,6,'417945',1949,0.08,87,99,74 
25,176,6,'417945',1949,2.56,82,92,71 
26,177,6,'417945',1949,0.4,82,93,71 
27,178,6,'417945',1949,0.08,82,89,75 
28,179,6,'417945',1949,0,83,91,75 
29,180,6,'417945',1949,0,83,92,74 
30,181,6,'417945',1949,0,83,92,73 
1,182,7,'417945',1949,0,82,95,69 
2,183,7,'417945',1949,0.2,82,92,72 
3,184,7,'417945',1949,0.7,82,90,73 
4,185,7,'417945',1949,0,81,89,72 
5,186,7,'417945',1949,0,85,93,77 
6,187,7,'417945',1949,0,86,95,76 
7,188,7,'417945',1949,0,84,94,73 
8,189,7,'417945',1949,0,82,93,71 
9,190,7,'417945',1949,0,85,94,76 
10,191,7,'417945',1949,0,83,94,72 
11,192,7,'417945',1949,0,85,96,73 
12,193,7,'417945',1949,0,84,96,72 
13,194,7,'417945',1949,0,85,95,74 
14,195,7,'417945',1949,0.13,85,95,74 
15,196,7,'417945',1949,0,81,91,71 
16,197,7,'417945',1949,0,83,92,74 
17,198,7,'417945',1949,0,84,95,73 
18,199,7,'417945',1949,0,86,96,76 
19,200,7,'417945',1949,0,87,96,77 
20,201,7,'417945',1949,0,87,97,76 
21,202,7,'417945',1949,0,86,96,75 
22,203,7,'417945',1949,0,86,96,75 
23,204,7,'417945',1949,0,85,96,73 
24,205,7,'417945',1949,0,85,94,76 
25,206,7,'417945',1949,1.16,76,81,70 
26,207,7,'417945',1949,0,83,91,75 
27,208,7,'417945',1949,0,84,92,75 
28,209,7,'417945',1949,0,84,93,75 
29,210,7,'417945',1949,0,85,95,75 
30,211,7,'417945',1949,0,82,96,68 
31,212,7,'417945',1949,0.05,83,94,72 
1,213,8,'417945',1949,0,85,97,72 
2,214,8,'417945',1949,0.01,85,101,69 
3,215,8,'417945',1949,0,81,94,67 
4,216,8,'417945',1949,0,81,93,68 
5,217,8,'417945',1949,0.04,76,82,70 
6,218,8,'417945',1949,0,78,87,68 
7,219,8,'417945',1949,0.68,77,82,72 
8,220,8,'417945',1949,0,82,89,74 
9,221,8,'417945',1949,0,84,92,75 
10,222,8,'417945',1949,0,84,92,75 
11,223,8,'417945',1949,0,86,94,77 
12,224,8,'417945',1949,0,85,96,74 
13,225,8,'417945',1949,0,85,98,72 
14,226,8,'417945',1949,0,86,97,74 
15,227,8,'417945',1949,0,87,98,75 
16,228,8,'417945',1949,0,87,99,75 
17,229,8,'417945',1949,0,85,97,72 
18,230,8,'417945',1949,0,84,96,72 
19,231,8,'417945',1949,0,86,98,73 
20,232,8,'417945',1949,0.1,87,100,74 
21,233,8,'417945',1949,0,85,95,74 
22,234,8,'417945',1949,0,81,93,69 
23,235,8,'417945',1949,0,80,93,66 
24,236,8,'417945',1949,0,79,93,65 
25,237,8,'417945',1949,0,80,92,68 
26,238,8,'417945',1949,0,79,91,67 
27,239,8,'417945',1949,0.16,79,91,67 
28,240,8,'417945',1949,0,81,95,66 
29,241,8,'417945',1949,0,83,98,67 
30,242,8,'417945',1949,0,84,96,71 
31,243,8,'417945',1949,0.04,84,96,72 
1,244,9,'417945',1949,0,83,94,72 
2,245,9,'417945',1949,0.27,82,94,69 
3,246,9,'417945',1949,0,84,94,74 
4,247,9,'417945',1949,0,84,95,72 
5,248,9,'417945',1949,0,84,95,72 
6,249,9,'417945',1949,0,84,96,72 
7,250,9,'417945',1949,0,86,96,75 
8,251,9,'417945',1949,0,85,97,72 
9,252,9,'417945',1949,0,83,90,76 
10,253,9,'417945',1949,0.09,81,88,74 
11,254,9,'417945',1949,0,84,94,74 
12,255,9,'417945',1949,0,87,95,78 
13,256,9,'417945',1949,0,86,96,75 
14,257,9,'417945',1949,0,80,91,69 
15,258,9,'417945',1949,0,83,91,75 
16,259,9,'417945',1949,0.31,78,84,71 
17,260,9,'417945',1949,0,84,95,73 
18,261,9,'417945',1949,0,83,95,71 
19,262,9,'417945',1949,0.11,78,86,70 
20,263,9,'417945',1949,0,82,92,71 
21,264,9,'417945',1949,0,80,90,70 
22,265,9,'417945',1949,0,81,91,70 
23,266,9,'417945',1949,0,77,89,65 
24,267,9,'417945',1949,0,74,84,63 
25,268,9,'417945',1949,0,73,86,60 
26,269,9,'417945',1949,0,78,88,67 
27,270,9,'417945',1949,0,79,90,68 
28,271,9,'417945',1949,0,81,95,67 
29,272,9,'417945',1949,0,76,85,67 
30,273,9,'417945',1949,0,70,82,58 
1,274,10,'417945',1949,0,68,84,52 
2,275,10,'417945',1949,0.05,72,87,56 
3,276,10,'417945',1949,0.17,74,76,71 
4,277,10,'417945',1949,0,75,82,67 
5,278,10,'417945',1949,0,74,88,60 
6,279,10,'417945',1949,0,79,91,66 
7,280,10,'417945',1949,0,83,90,75 
8,281,10,'417945',1949,0.34,83,91,75 
9,282,10,'417945',1949,0,83,91,74 
10,283,10,'417945',1949,0,81,90,71 
11,284,10,'417945',1949,0,82,91,72 
12,285,10,'417945',1949,0.22,68,79,56 
13,286,10,'417945',1949,0,66,80,51 
14,287,10,'417945',1949,0,67,79,55 
15,288,10,'417945',1949,0,68,80,55 
16,289,10,'417945',1949,0,68,83,52 
17,290,10,'417945',1949,0,70,84,55 
18,291,10,'417945',1949,0,80,90,70 
19,292,10,'417945',1949,0,81,89,72 
20,293,10,'417945',1949,0,82,91,73 
21,294,10,'417945',1949,0.63,79,89,69 
22,295,10,'417945',1949,4.09,65,71,59 
23,296,10,'417945',1949,0,67,74,59 
24,297,10,'417945',1949,2.07,66,74,57 
25,298,10,'417945',1949,0,56,62,49 
26,299,10,'417945',1949,0,56,65,46 
27,300,10,'417945',1949,0,59,70,48 
28,301,10,'417945',1949,0.01,63,70,55 
29,302,10,'417945',1949,0,64,74,54 
30,303,10,'417945',1949,0,67,84,49 
31,304,10,'417945',1949,0,53,65,41 
1,305,11,'417945',1949,0,54,71,36 
2,306,11,'417945',1949,0,62,81,43 
3,307,11,'417945',1949,0,59,73,44 
4,308,11,'417945',1949,0,61,80,42 
5,309,11,'417945',1949,0,64,79,49 
6,310,11,'417945',1949,0,60,72,48 
7,311,11,'417945',1949,0,58,73,43 
8,312,11,'417945',1949,0,61,78,43 
9,313,11,'417945',1949,0,68,83,52 
10,314,11,'417945',1949,0,74,84,64 
11,315,11,'417945',1949,0,74,83,65 
12,316,11,'417945',1949,0.13,59,70,48 
13,317,11,'417945',1949,0,60,76,43 
14,318,11,'417945',1949,0,62,80,44 
15,319,11,'417945',1949,0,60,75,44 
16,320,11,'417945',1949,0,64,80,47 
17,321,11,'417945',1949,0,60,73,47 
18,322,11,'417945',1949,0,63,80,46 
19,323,11,'417945',1949,0,64,81,46 
20,324,11,'417945',1949,0,65,82,47 
21,325,11,'417945',1949,0,59,66,51 
22,326,11,'417945',1949,0,53,64,42 
23,327,11,'417945',1949,0,63,75,51 
24,328,11,'417945',1949,0,64,83,45 
25,329,11,'417945',1949,0,62,76,48 
26,330,11,'417945',1949,0,61,78,43 
27,331,11,'417945',1949,0,67,81,52 
28,332,11,'417945',1949,0,71,90,51 
29,333,11,'417945',1949,0,73,91,54 
30,334,11,'417945',1949,0,63,74,51 
1,335,12,'417945',1949,0.11,63,75,51 
2,336,12,'417945',1949,0.65,61,68,54 
3,337,12,'417945',1949,0.3,59,61,57 
4,338,12,'417945',1949,0,59,63,55 
5,339,12,'417945',1949,0,60,67,52 
6,340,12,'417945',1949,0,63,73,53 
7,341,12,'417945',1949,0,63,77,48 
8,342,12,'417945',1949,0.1,56,61,50 
9,343,12,'417945',1949,0.05,50,52,48 
10,344,12,'417945',1949,0.03,63,73,52 
11,345,12,'417945',1949,0,74,81,66 
12,346,12,'417945',1949,0,57,66,48 
13,347,12,'417945',1949,0.06,44,48,40 
14,348,12,'417945',1949,0.8,40,40,39 
15,349,12,'417945',1949,0,43,53,32 
16,350,12,'417945',1949,0.03,41,54,28 
17,351,12,'417945',1949,0.48,56,66,46 
18,352,12,'417945',1949,0,58,73,43 
19,353,12,'417945',1949,0.02,66,74,58 
20,354,12,'417945',1949,0.01,70,76,64 
21,355,12,'417945',1949,0,59,70,48 
22,356,12,'417945',1949,0,42,53,30 
23,357,12,'417945',1949,0,40,54,25 
24,358,12,'417945',1949,0,44,54,33 
25,359,12,'417945',1949,0.03,61,67,54 
26,360,12,'417945',1949,0.01,54,62,46 
27,361,12,'417945',1949,0.06,60,71,49 
28,362,12,'417945',1949,0,56,68,43 
29,363,12,'417945',1949,0,56,65,46 
30,364,12,'417945',1949,0.01,58,62,53 
31,365,12,'417945',1949,0.04,62,65,58 
1,1,1,'417945',1950,0.05,65,69,61 
2,2,1,'417945',1950,0,70,75,65 
3,3,1,'417945',1950,0,72,77,66 
4,4,1,'417945',1950,0.01,49,66,32 
5,5,1,'417945',1950,0.05,34,36,31 
6,6,1,'417945',1950,0.04,44,54,33 
7,7,1,'417945',1950,0,40,50,30 
8,8,1,'417945',1950,0,49,58,39 
9,9,1,'417945',1950,0,53,66,39 
10,10,1,'417945',1950,0,62,67,56 
11,11,1,'417945',1950,0.01,55,59,50 
12,12,1,'417945',1950,0.02,67,75,58 
13,13,1,'417945',1950,0,66,74,57 
